transaction_id,transaction_datetime,branch_id,member_id,member_tier,channel,product_category,quantity,unit_price,discount_amount,total_amount,payment_method,satisfaction_score
T003551,2026-03-09 12:16,B07,M0065,Platinum,In-store,Coffee,1,80,8.00,72.00,Cash,5
T003552,2026-03-09 12:51,B06,M0196,Silver,Delivery,Tea,2,80,0.00,160.00,QR PromptPay,2
T003553,2026-03-09 13:08,B01,M0178,Silver,In-store,Coffee,1,80,12.00,68.00,Cash,3
T003554,2026-03-09 13:29,B08,M0113,Silver,In-store,Coffee,1,95,0.00,95.00,Credit Card,2
T003555,2026-03-09 14:06,B02,M0210,Bronze,Delivery,Coffee,3,110,0.00,330.00,Cash,
T003556,2026-03-09 14:34,B08,,,In-store,Coffee,1,95,0.00,95.00,QR PromptPay,5
T003557,2026-03-09 16:18,B01,,,In-store,Coffee,4,60,0.00,240.00,QR PromptPay,
T003558,2026-03-09 16:19,B04,M0091,Bronze,In-store,Tea,2,85,0.00,170.00,Credit Card,
T003559,2026-03-09 16:21,B02,M0083,Gold,In-store,Bakery,1,80,0.00,80.00,Credit Card,
T003560,2026-03-09 16:26,B08,M0204,Gold,In-store,Coffee,1,70,10.50,59.50,QR PromptPay,
T003561,2026-03-09 16:34,B08,,,App,Coffee,2,100,0.00,200.00,Credit Card,
T003562,2026-03-09 16:35,B03,M0261,Bronze,App,Merchandise,2,480,0.00,960.00,Credit Card,2
T003563,2026-03-09 16:35,B06,,,Delivery,Coffee,3,110,0.00,330.00,Credit Card,
T003564,2026-03-09 16:44,B07,,,App,Coffee,2,95,0.00,190.00,Credit Card,
T003565,2026-03-09 16:46,B06,M0094,Silver,App,Bakery,2,90,0.00,180.00,Credit Card,5
T003566,2026-03-09 16:53,B04,M0079,Gold,App,Coffee,2,90,0.00,180.00,Credit Card,
T003567,2026-03-09 18:46,B08,,,app,Bakery,1,95,0.00,95.00,App Wallet,
T003568,2026-03-09 19:18,B01,,,In-store,Merchandise,1,795,0.00,795.00,Cash,4
T003569,2026-03-10 08:18,B06,M0154,Bronze,in-store,Bakery,1,85,0.00,85.00,Credit Card,
T003570,2026-03-10 08:56,B06,M0191,Bronze,Delivery,Coffee,2,105,0.00,210.00,Credit Card,
T003571,2026-03-10 08:56,B07,,,In-store,Coffee,3,90,0.00,270.00,QR PromptPay,5
T003572,2026-03-10 08:56,B08,M0212,Platinum,In-store,Tea,3,85,0.00,255.00,Cash,4
T003573,2026-03-10 08:58,B04,M0315,Platinum,In-store,Bakery,2,65,0.00,130.00,QR PromptPay,
T003574,2026-03-10 09:32,B08,,,In-store,Merchandise,1,770,0.00,770.00,Credit Card,5
T003575,2026-03-10 09:35,B05,,,In-store,Bakery,2,55,0.00,110.00,QR PromptPay,4
T003576,2026-03-10 09:51,B04,M0181,Bronze,App,Bakery,4,55,0.00,220.00,App Wallet,5
T003577,2026-03-10 10:25,B05,M0157,Gold,In-store,Coffee,1,90,0.00,90.00,QR PromptPay,
T003578,2026-03-10 11:31,B05,M0233,Silver,App,Bakery,3,65,0.00,195.00,App Wallet,
T003579,2026-03-10 13:03,B03,M0223,Bronze,Delivery,Tea,2,50,0.00,100.00,Credit Card,
T003580,2026-03-10 13:34,B07,M0013,Silver,In-store,Tea,1,70,0.00,70.00,QR PromptPay,
T003581,2026-03-10 15:26,B08,,,In-store,Bakery,1,95,0.00,95.00,Cash,5
T003582,2026-03-10 15:54,B08,M0137,Bronze,In-store,Coffee,1,105,0.00,105.00,QR PromptPay,
T003583,2026-03-10 16:00,B3,,,In-store,Bakery,1,70,0.00,70.00,Cash,
T003584,2026-03-10 16:18,B04,M0304,Gold,In-store,Coffee,2,70,0.00,140.00,QR PromptPay,
T003585,2026-03-10 16:19,B08,M0209,Bronze,Delivery,Coffee,4,60,0.00,240.00,Credit Card,
T003586,2026-03-10 16:30,B05,M0188,Silver,In-store,Coffee,4,120,0.00,480.00,QR PromptPay,
T003587,2026-03-10 17:10,B07,,,In-store,Coffee,1,115,0.00,115.00,Credit Card,
T003588,2026-03-10 17:56,b03,M0312,Brz,Delivery,Merchandise,1,830,0.00,830.00,Credit Card,
T003589,2026-03-10 18:15,B02,M0101,Bronze,In-store,Bakery,1,55,0.00,55.00,QR PromptPay,
T003590,2026-03-10 18:28,B01,M0076,Silver,In-store,Coffee,2,85,0.00,170.00,Cash,
T003591,2026-03-10 19:01,B02,M0045,Bronze,Delivery,Coffee,3,80,0.00,240.00,Credit Card,4
T003592,2026-03-10 19:03,B06,M0276,Gold,In-store,Coffee,1,65,0.00,65.00,QR PromptPay,
T003593,2026-03-10 19:26,B06,,,In-store,Bakery,1,85,0.00,85.00,Credit Card,5
T003594,2026-03-11 07:42,B07,M0245,Gold,App,Coffee,4,85,34.00,306.00,Credit Card,
T003595,2026-03-11 08:30,B06,,,App,Coffee,3,70,0.00,210.00,App Wallet,
T003596,2026-03-11 08:55,B01,M0186,Platinum,Delivery,Bakery,3,45,0.00,135.00,Cash,
T003596,2026-03-11 08:55,B01,M0186,Platinum,Delivery,Bakery,3,45,0.00,135.00,Cash,
T003597,2026-03-11 10:21,B01,M0006,Gold,In-store,Merchandise,1,645,64.50,580.50,Credit Card,4
T003598,2026-03-11 10:54,B3,M0177,Bronze,In-store,Merchandise,1,630,0.00,630.00,QR PromptPay,3
T003599,2026-03-11 11:00,B03,,,In-store,Merchandise,1,595,0.00,595.00,Credit Card,
T003600,2026-03-11 11:08,B06,,,In-store,Coffee,1,100,0.00,100.00,Cash,
T003601,2026-03-11 11:23,B07,M0128,Bronze,In-store,Coffee,2,75,0.00,150.00,Cash,
T003602,2026-03-11 12:16,B07,M0157,Gold,In-store,Tea,1,55,0.00,55.00,QR PromptPay,
T003603,2026-03-11 12:22,B07,,,Delivery,Merchandise,3,470,0.00,1410.00,QR PromptPay,
T003604,2026-03-11 12:26,B02,M0081,Bronze,In-store,Coffee,4,90,0.00,360.00,QR PromptPay,
T003605,2026-03-11 12:48,B01,,,In-store,Merchandise,2,620,0.00,1240.00,QR PromptPay,4
T003606,2026-03-11 13:15,B01,M0317,Silver,In-store,Tea,4,65,0.00,260.00,QR PromptPay,
T003607,2026-03-11 15:10,B04,M0189,Platinum,In-store,Bakery,1,60,3.00,57.00,Credit Card,
T003608,2026-03-11 16:10,B06,M0042,Gold,In-store,Coffee,4,120,0.00,480.00,Cash,
T003609,2026-03-11 16:17,B06,,,App,Coffee,1,90,0.00,90.00,App Wallet,
T003610,2026-03-11 16:22,B06,M0094,Silver,In-store,Coffee,2,110,0.00,220.00,Credit Card,4
T003611,2026-03-11 16:23,B05,M0216,Gold,In-store,Bakery,1,75,0.00,75.00,Cash,3
T003612,2026-03-11 16:59,B02,M0155,Platinum,In-store,Coffee,2,55,0.00,110.00,QR PromptPay,4
T003613,2026-03-11 17:15,b03,M0326,Bronze,App,Bakery,4,45,0.00,180.00,App Wallet,3
T003614,2026-03-11 18:26,B05,M0251,Bronze,App,Bakery,3,75,11.25,213.75,Credit Card,5
T003615,2026-03-11 19:42,B07,M0218,Bronze,App,Coffee,2,85,0.00,170.00,App Wallet,
T003616,2026-03-11 19:51,B03,,,App,Bakery,1,55,0.00,55.00,App Wallet,
T003617,2026-03-12 07:05,B05,M0264,Platinum,In-store,Coffee,1,100,10.00,90.00,Cash,
T003618,2026-03-12 07:21,B05,,,In-store,Coffee,4,75,0.00,300.00,Cash,4
T003619,2026-03-12 08:56,B07,M0100,Bronze,Delivery,Bakery,3,45,0.00,135.00,QR PromptPay,
T003620,2026-03-12 09:15,B01,M0197,Slvr,In-store,Merchandise,1,615,0.00,615.00,Cash,2
T003621,2026-03-12 09:29,B04,M0291,Bronze,Delivery,Bakery,1,45,0.00,45.00,Credit Card,3
T003622,2026-03-12 10:54,B01,,,App,Coffee,1,95,0.00,95.00,Credit Card,
T003623,2026-03-12 12:45,B08,M0007,Silver,In-store,Bakery,3,95,14.25,270.75,Credit Card,
T003624,2026-03-12 12:55,B02,M0160,Bronze,In-store,Bakery,1,50,0.00,50.00,Cash,
T003625,2026-03-12 13:10,B02,M0325,Gold,In-store,Tea,4,60,0.00,240.00,QR PromptPay,4
T003626,2026-03-12 13:16,B02,M0325,Gold,app,Tea,2,60,0.00,120.00,App Wallet,
T003627,2026-03-12 13:22,B07,M0139,Bronze,In-store,Merchandise,4,780,0.00,3120.00,Credit Card,
T003628,2026-03-12 13:29,B03,,,In store,Coffee,1,75,0.00,75.00,QR PromptPay,
T003629,2026-03-12 16:33,B02,M0200,Gold,In-store,Coffee,1,100,0.00,100.00,QR PromptPay,4
T003630,2026-03-12 16:55,B02,,,App,Coffee,3,100,0.00,300.00,App Wallet,
T003631,2026-03-12 17:19,B02,,,In-store,Bakery,3,90,0.00,270.00,QR PromptPay,
T003632,2026-03-12 17:37,B07,M0263,Bronze,In-store,Bakery,1,85,0.00,85.00,QR PromptPay,4
T003633,2026-03-12 18:46,B04,M0264,Platinum,Delivery,Coffee,1,115,11.50,103.50,QR PromptPay,
T003634,2026-03-12 18:56,B01,M0083,Gold,Delivery,Coffee,1,90,0.00,90.00,Credit Card,
T003635,2026-03-12 19:27,B05,M0091,Brz,In-store,Bakery,1,55,0.00,55.00,QR PromptPay,5
T003636,2026-03-13 07:03,B06,,,Delivery,Tea,3,75,0.00,225.00,Cash,4
T003637,2026-03-13 08:05,B08,,,Delivery,Coffee,1,55,0.00,55.00,Cash,
T003638,2026-03-13 08:15,B03,M0003,Gold,in-store,Merchandise,1,740,148.00,592.00,Cash,
T003639,2026-03-13 08:43,B06,M0289,Bronze,App,Bakery,2,85,0.00,170.00,Credit Card,5
T003640,2026-03-13 09:08,B08,M0204,Gold,App,Coffee,3,80,0.00,240.00,Credit Card,4
T003641,2026-03-13 09:48,B06,M0296,bronze,In-store,Bakery,2,60,0.00,120.00,Cash,
T003642,2026-03-13 10:34,B04,M0042,Gold,In-store,Bakery,1,60,0.00,60.00,QR PromptPay,4
T003643,2026-03-13 10:48,B06,M0191,Bronze,In-store,Coffee,1,90,0.00,90.00,QR PromptPay,
T003644,2026-03-13 11:04,B03,M0177,Bronze,In-store,Merchandise,1,695,0.00,695.00,Credit Card,
T003644,2026-03-13 11:04,B03,M0177,Bronze,In-store,Merchandise,1,695,0.00,695.00,Credit Card,
T003645,2026-03-13 12:15,B05,M0083,Gold,Delivery,Bakery,1,80,0.00,80.00,QR PromptPay,2
T003646,2026-03-13 12:22,B01,M0197,Silver,In-store,Bakery,1,45,2.25,42.75,Cash,
T003647,2026-03-13 12:25,B08,,,App,Coffee,1,55,0.00,55.00,Credit Card,4
T003648,2026-03-13 12:52,B02,M0018,Bronze,In-store,Coffee,2,100,0.00,200.00,Credit Card,3
T003649,2026-03-13 12:53,B01,M0031,Silver,In-store,Coffee,4,115,0.00,460.00,Credit Card,3
T003650,2026-03-13 13:04,B04,,,App,Coffee,2,115,0.00,230.00,App Wallet,4
T003651,2026-03-13 13:32,B02,,,In-store,Coffee,1,65,0.00,65.00,Credit Card,4
T003652,2026-03-13 13:57,B02,M0140,Bronze,In-store,Tea,4,95,0.00,380.00,QR PromptPay,
T003653,2026-03-13 14:13,B03,M0226,Bronze,In-store,Coffee,2,85,0.00,170.00,QR PromptPay,
T003654,2026-03-13 14:33,B04,,,app,Bakery,3,60,0.00,180.00,Credit Card,
T003655,2026-03-13 15:07,B07,M0066,Silver,Delivery,Coffee,1,80,4.00,76.00,Credit Card,
T003656,2026-03-13 15:53,B06,,,Delivery,Coffee,2,115,0.00,230.00,Cash,
T003657,2026-03-13 16:02,B04,M0179,Platinum,App,Bakery,2,55,0.00,110.00,Credit Card,4
T003658,2026-03-13 16:33,B05,M0059,Bronze,In-store,Coffee,1,100,0.00,100.00,QR PromptPay,
T003659,2026-03-13 16:42,B01,M0186,Platinum,In-store,Bakery,2,65,0.00,130.00,QR PromptPay,
T003660,2026-03-13 16:55,B01,M0186,Platinum,In-store,Merchandise,1,760,114.00,646.00,Cash,
T003661,2026-03-13 17:00,B01,,,In-store,Coffee,1,105,0.00,105.00,Cash,5
T003662,2026-03-13 17:14,B01,,,In-store,Coffee,1,80,0.00,80.00,Cash,
T003663,2026-03-13 17:36,B03,M0312,Bronze,App,Coffee,4,55,0.00,220.00,App Wallet,
T003664,2026-03-13 17:40,B07,M0218,Bronze,In-store,Coffee,2,120,0.00,240.00,QR PromptPay,4
T003665,2026-03-13 18:12,B06,,,In-store,Bakery,2,45,0.00,90.00,QR PromptPay,3
T003666,2026-03-13 18:17,B06,M0324,Gold,App,Tea,3,85,0.00,255.00,Credit Card,
T003667,2026-03-14 07:26,B04,M0315,Platinum,In-store,Bakery,2,70,0.00,140.00,Cash,
T003668,2026-03-14 07:42,B07,M0273,Gold,In-store,Coffee,1,65,0.00,65.00,QR PromptPay,
T003669,2026-03-14 08:01,B02,M0160,Bronze,App,Bakery,1,60,0.00,60.00,App Wallet,
T003670,2026-03-14 08:11,B02,,,In store,Coffee,2,95,0.00,190.00,Cash,
T003671,2026-03-14 08:47,B03,M0110,Silver,In-store,Coffee,2,120,12.00,228.00,Credit Card,2
T003672,2026-03-14 09:14,B02,M0288,bronze,In-store,Coffee,1,110,0.00,110.00,Cash,5
T003673,2026-03-14 10:32,B03,M0254,Bronze,In-store,Coffee,3,115,0.00,345.00,Credit Card,
T003674,2026-03-14 10:55,B02,,,In-store,Bakery,1,45,0.00,45.00,QR PromptPay,
T003675,2026-03-14 12:31,B06,,,Delivery,Bakery,1,65,0.00,65.00,QR PromptPay,
T003676,2026-03-14 12:34,B07,M0270,Bronze,In-store,Coffee,2,110,11.00,209.00,QR PromptPay,3
T003677,2026-03-14 13:49,B05,M0125,SILVER,In-store,Merchandise,3,625,0.00,1875.00,Cash,
T003678,2026-03-14 14:00,B02,M0144,Gold,App,Bakery,2,45,4.50,85.50,App Wallet,2
T003679,2026-03-14 14:59,B02,M0210,Bronze,App,Coffee,1,75,0.00,75.00,App Wallet,
T003680,2026-03-14 15:38,B01,M0253,Silver,Delivery,Tea,4,50,0.00,200.00,Cash,
T003681,2026-03-14 16:01,B01,M0186,Platinum,In-store,Coffee,3,60,36.00,144.00,QR PromptPay,5
T003682,2026-03-14 16:30,B06,,,In-store,Coffee,1,120,0.00,120.00,QR PromptPay,
T003683,2026-03-14 16:39,B02,M0144,Gold,Delivery,Coffee,4,75,0.00,300.00,Credit Card,
T003684,2026-03-14 16:57,B05,M0231,Bronze,In-store,Coffee,4,70,0.00,280.00,Credit Card,2
T003685,2026-03-14 17:07,B02,M0144,Gld,In-store,Coffee,1,80,0.00,80.00,Credit Card,4
T003686,2026-03-14 17:09,B05,M0077,Silver,In-store,Coffee,3,55,8.25,156.75,Credit Card,
T003687,2026-03-14 17:45,B04,M0270,Bronze,In-store,Merchandise,1,715,0.00,715.00,QR PromptPay,
T003688,2026-03-14 17:59,B07,M0209,Bronze,In-store,Coffee,1,55,11.00,44.00,Credit Card,
T003689,2026-03-14 19:09,B02,M0160,Bronze,In-store,Tea,3,85,0.00,255.00,QR PromptPay,5
T003690,2026-03-15 08:28,B04,M0315,Platinum,In-store,Coffee,1,55,8.25,46.75,Credit Card,
T003691,2026-03-15 08:58,B03,M0101,Bronze,In-store,Merchandise,1,275,0.00,275.00,Cash,
T003692,2026-03-15 09:42,B03,M0024,Silver,App,Coffee,2,110,0.00,220.00,Credit Card,
T003693,2026-03-15 09:44,B02,M0245,Gold,In-store,Coffee,3,90,0.00,270.00,QR PromptPay,
T003694,2026-03-15 10:09,B02,,,App,Coffee,1,60,0.00,60.00,Credit Card,
T003695,2026-03-15 10:14,B05,M0227,Bronze,In-store,Coffee,2,100,0.00,200.00,QR PromptPay,3
T003696,2026-03-15 10:37,B04,M0179,Platinum,In-store,Coffee,3,110,16.50,313.50,Cash,
T003697,2026-03-15 10:45,B06,,,App,Coffee,4,75,0.00,300.00,App Wallet,4
T003698,2026-03-15 11:38,B02,M0279,Bronze,In-store,Coffee,2,110,0.00,220.00,QR PromptPay,
T003699,2026-03-15 12:34,B07,M0119,Gold,Delivery,Coffee,1,110,5.50,104.50,QR PromptPay,
T003700,2026-03-15 12:49,B02,M0023,Bronze,In-store,Tea,1,80,4.00,76.00,QR PromptPay,
T003701,2026-03-15 13:10,B07,,,Delivery,Bakery,1,85,0.00,85.00,Cash,
T003702,2026-03-15 13:35,B01,M0145,Silver,In store,Tea,3,95,28.50,256.50,QR PromptPay,
T003703,2026-03-15 13:48,B04,,,In-store,Bakery,4,95,0.00,380.00,Cash,3
T003704,2026-03-15 13:50,B05,,,In-store,Coffee,1,90,0.00,90.00,QR PromptPay,5
T003705,2026-03-15 15:22,B03,M0304,Gold,In-store,Coffee,3,120,0.00,360.00,QR PromptPay,
T003706,2026-03-15 15:27,B08,,,In-store,Bakery,1,70,0.00,70.00,QR PromptPay,4
T003707,2026-03-15 15:30,B07,,,App,Merchandise,4,850,0.00,3400.00,App Wallet,
T003708,2026-03-15 17:16,B04,M0100,Bronze,App,Coffee,2,80,32.00,128.00,Credit Card,
T003709,2026-03-15 17:36,B02,,,In-store,Coffee,4,95,0.00,380.00,QR PromptPay,
T003710,2026-03-15 17:51,B07,M0066,Silver,In-store,Bakery,2,60,0.00,120.00,QR PromptPay,
T003711,2026-03-15 19:14,B07,M0013,Silver,In-store,Bakery,3,90,0.00,270.00,Cash,
T003712,2026-03-15 19:39,B04,M0203,Bronze,In-store,Coffee,1,115,0.00,115.00,Cash,
T003712,2026-03-15 19:59,B04,M0203,Bronze,In-store,Coffee,-1,115,-0.00,-115.00,Cash,
T003713,2026-03-16 07:29,B02,M0274,Gold,In-store,Merchandise,4,570,0.00,2280.00,QR PromptPay,
T003714,2026-03-16 08:23,B08,,,In-store,Coffee,4,75,0.00,300.00,QR PromptPay,
T003715,2026-03-16 09:37,B03,M0097,Bronze,In-store,Tea,2,75,0.00,150.00,QR PromptPay,
T003716,2026-03-16 09:59,B06,M0196,Silver,App,Bakery,2,75,0.00,150.00,App Wallet,3
T003717,2026-03-16 10:08,B04,M0222,Bronze,In-store,Tea,4,95,0.00,380.00,Cash,
T003718,2026-03-16 10:56,B04,M0181,Bronze,In-store,Coffee,1,115,0.00,115.00,Credit Card,
T003719,2026-03-16 12:01,B01,M0062,Gold,In-store,Coffee,2,85,17.00,153.00,Credit Card,5
T003720,2026-03-16 12:01,B07,M0102,Bronze,In-store,Tea,2,65,26.00,104.00,QR PromptPay,
T003721,2026-03-16 12:49,B01,M0234,Silver,App,Merchandise,1,800,0.00,800.00,Credit Card,
T003722,2026-03-16 13:39,B04,,,In-store,Tea,2,90,0.00,180.00,QR PromptPay,
T003723,2026-03-16 13:47,B03,M0107,Gold,In-store,Bakery,2,105,31.50,178.50,Cash,
T003724,2026-03-16 13:57,B03,,,In-store,Coffee,1,85,0.00,85.00,QR PromptPay,
T003725,2026-03-16 14:22,B01,M0319,Bronze,Delivery,Coffee,2,120,0.00,240.00,Credit Card,
T003726,2026-03-16 14:50,B02,M0274,Gold,In-store,Merchandise,1,580,0.00,580.00,QR PromptPay,
T003727,2026-03-16 15:29,B01,M9403,Silver,In-store,Coffee,3,60,0.00,180.00,QR PromptPay,
T003728,2026-03-16 16:52,B02,M0118,Gold,In-store,Bakery,3,55,24.75,140.25,Credit Card,5
T003729,2026-03-16 17:39,B07,,,In-store,Coffee,4,85,0.00,340.00,Credit Card,5
T003730,2026-03-16 19:56,B07,M0073,Gold,Delivery,Coffee,3,80,0.00,240.00,Credit Card,3
T003731,2026-03-17 07:49,B08,M0212,Platinum,In-store,Tea,1,50 THB,10.00,40.00,Cash,
T003732,2026-03-17 08:00,B05,M0115,Silver,Delivery,Bakery,2,50,0.00,100.00,QR PromptPay,5
T003733,2026-03-17 08:04,B06,,,App,Bakery,1,80,0.00,80.00,Credit Card,5
T003734,2026-03-17 08:21,B04,,,In-store,Coffee,1,60,0.00,60.00,Cash,4
T003735,2026-03-17 10:59,B04,M0304,Gold,App,Coffee,3,55,24.75,140.25,App Wallet,3
T003736,2026-03-17 11:35,B01,,,In-store,Coffee,1,110,0.00,110.00,Cash,
T003737,2026-03-17 11:50,B03,M0107,Gold,In-store,Coffee,1,60,3.00,57.00,Credit Card,5
T003738,2026-03-17 12:37,B07,M0081,Bronze,Delivery,Merchandise,1,510,0.00,510.00,QR PromptPay,
T003739,2026-03-17 13:01,B08,M0268,Silver,Delivery,Coffee,2,120,0.00,240.00,QR PromptPay,5
T003740,2026-03-17 13:03,B08,M0278,Bronze,In-store,Coffee,2,80,16.00,144.00,QR PromptPay,3
T003740,2026-03-17 13:03,B08,M0278,Bronze,In-store,Coffee,2,80,16.00,144.00,QR PromptPay,3
T003741,2026-03-17 13:28,B04,M0065,Platinum,In-store,Coffee,3,85,38.25,216.75,Cash,
T003742,2026-03-17 13:35,B06,,,App,Coffee,1,115,0.00,115.00,App Wallet,
T003743,2026-03-17 13:45,B02,M0325,Gold,App,Tea,1,90,0.00,90.00,App Wallet,
T003744,2026-03-17 14:09,B01,M0029,Bronze,In-store,Bakery,1,55,0.00,55.00,Credit Card,5
T003745,2026-03-17 14:24,B06,M0094,Silver,Instore,Tea,1,60,0.00,60.00,Cash,
T003746,2026-03-17 15:08,b03,M0312,Bronze,Delivery,Merchandise,1,575,0.00,575.00,Credit Card,
T003747,2026-03-17 15:42,B07,M0079,Gold,Delivery,Coffee,1,105,0.00,105.00,Cash,
T003748,2026-03-17 15:53,B07,,,In-store,Coffee,4,90,0.00,360.00,QR PromptPay,4
T003749,2026-03-17 16:21,B04,M0153,Silver,Delivery,Coffee,2,80,0.00,160.00,QR PromptPay,3
T003750,2026-03-17 16:31,B04,M0186,Platinum,In-store,Coffee,1,65,3.25,61.75,QR PromptPay,
T003751,2026-03-17 16:41,B05,M0115,Silver,App,Coffee,4,90,18.00,342.00,App Wallet,
T003752,2026-03-17 16:59,B08,M0144,Gold,In-store,Coffee,1,95,0.00,95.00,QR PromptPay,
T003753,2026-03-17 17:51,B04,,,App,Coffee,1,55,0.00,55.00,App Wallet,
T003754,2026-03-17 18:03,B06,,,App,Coffee,1,65,0.00,65.00,Credit Card,3
T003755,2026-03-17 18:40,B06,M0164,Gold,Delivery,Tea,2,55,0.00,110.00,QR PromptPay,5
T003756,2026-03-17 18:49,B05,M9632,Bronze,In-store,Coffee,2,55,0.00,110.00,Cash,
T003757,2026-03-17 19:23,B06,,,In-store,Bakery,2,55,0.00,110.00,Credit Card,
T003758,2026-03-18 07:08,B03,,,Delivery,Coffee,3,70,0.00,210.00,Credit Card,
T003759,2026-03-18 08:43,B01,M0137,Bronze,In-store,Tea,1,90,0.00,90.00,QR PromptPay,
T003760,2026-03-18 09:26,B01,M0197,Silver,In-store,Coffee,3,100,0.00,300.00,Credit Card,
T003761,2026-03-18 09:31,B06,M0283,Silver,Delivery,Bakery,4,75,0.00,300.00,Cash,3
T003762,2026-03-18 09:51,B01,,,App,Coffee,3,85,0.00,255.00,App Wallet,
T003763,2026-03-18 09:56,B01,M0082,Gld,Delivery,Coffee,2,65,0.00,130.00,Cash,
T003764,2026-03-18 11:37,B05,M0101,Bronze,In-store,Bakery,1,55,0.00,55.00,QR PromptPay,4
T003765,2026-03-18 12:13,B01,M0197,Silver,App,Bakery,3,105,0.00,315.00,App Wallet,
T003766,2026-03-18 12:24,B01,,,in-store,Coffee,4,95,0.00,380.00,Credit Card,4
T003767,2026-03-18 12:59,B02,M0274,Gold,App,Bakery,2,70,0.00,140.00,Credit Card,
T003768,2026-03-18 13:07,B02,M0179,Plat.,In-store,Merchandise,2,665,199.50,1130.50,QR PromptPay,
T003769,2026-03-18 13:15,B04,,,Delivery,Bakery,4,70,0.00,280.00,Credit Card,
T003770,2026-03-18 13:23,B05,M0091,Bronze,In-store,Bakery,2,60,0.00,120.00,Credit Card,
T003771,2026-03-18 13:34,B01,M0137,Bronze,In-store,Tea,1,70,0.00,70.00,QR PromptPay,3
T003772,2026-03-18 13:50,B06,,,In-store,Bakery,1,55,0.00,55.00,QR PromptPay,
T003773,2026-03-18 13:57,B07,M0245,Gold,App,Coffee,2,55,16.50,93.50,App Wallet,
T003774,2026-03-18 14:11,B07,,,App,Coffee,1,115,0.00,115.00,App Wallet,2
T003775,2026-03-18 15:21,B05,M0178,Silver,In store,Coffee,1,110,0.00,110.00,Credit Card,
T003776,2026-03-18 16:23,B01,M0294,Bronze,Delivery,Coffee,1,105,0.00,105.00,Credit Card,
T003777,2026-03-18 16:29,B05,M0091,Brz,In-store,Coffee,1,75,0.00,75.00,QR PromptPay,
T003778,2026-03-18 18:03,B04,M0203,Bronze,In-store,Tea,1,55,0.00,55.00,Cash,
T003779,2026-03-18 18:11,B07,M0139,Brz,App,Bakery,1,100,0.00,100.00,App Wallet,
T003780,2026-03-18 19:02,B08,M0005,Platinum,In-store,Coffee,2,60,12.00,108.00,QR PromptPay,3
T003781,2026-03-19 08:04,B04,M0093,Bronze,Delivery,Bakery,1,65,9.75,55.25,QR PromptPay,
T003782,2026-03-19 08:11,B04,M0037,Bronze,In-store,Tea,2,90,0.00,180.00,QR PromptPay,
T003783,2026-03-19 08:19,B03,M0089,Bronze,Delivery,Coffee,2,105,0.00,210.00,QR PromptPay,
T003784,2026-03-19 08:22,B02,M0173,Silver,Delivery,Tea,1,65,0.00,65.00,QR PromptPay,
T003785,2026-03-19 08:40,B08,,,In-store,Coffee,1,55,0.00,55.00,Cash,
T003786,2026-03-19 08:59,B01,M0186,Platinum,Delivery,Bakery,1,45,0.00,45.00,Cash,3
T003787,2026-03-19 09:16,B06,M0313,Bronze,In-store,Coffee,1,75,0.00,75.00,Credit Card,
T003788,2026-03-19 09:33,B08,M0257,Platinum,Delivery,Coffee,1,100,0.00,100.00,Cash,5
T003789,2026-03-19 10:09,B03,M0189,Platinum,In-store,Merchandise,4,675,270.00,2430.00,Credit Card,5
T003790,2026-03-19 10:59,B02,M0325,Gold,App,Coffee,1,75,15.00,60.00,Credit Card,4
T003791,2026-03-19 12:01,B02,M0276,Gold,App,Coffee,1,95,9.50,85.50,Credit Card,2
T003792,2026-03-19 12:16,B01,,,In-store,Merchandise,4,250,0.00,1000.00,Cash,
T003793,2026-03-19 13:54,B07,M0198,Bronze,App,Coffee,2,105,0.00,210.00,Credit Card,
T003794,2026-03-19 15:11,B08,M0084,Silver,Delivery,Coffee,1,65,0.00,65.00,QR PromptPay,
T003795,2026-03-19 17:07,B04,M0232,Bronze,In-store,Merchandise,3,635,0.00,1905.00,Cash,3
T003796,2026-03-19 17:08,B08,,,In-store,Coffee,1,100,0.00,100.00,Cash,
T003797,2026-03-19 18:40,B07,,,Delivery,Coffee,4,120,0.00,480.00,Credit Card,
T003798,2026-03-20 07:20,B03,M0027,Bronze,Delivery,Coffee,4,90,0.00,360.00,Credit Card,
T003799,2026-03-20 08:34,B05,M9254,Gold,Delivery,Tea,2,90,0.00,180.00,Cash,
T003800,2026-03-20 08:41,B06,M0101,Bronze,App,Coffee,1,110,0.00,110.00,App Wallet,
T003801,2026-03-20 08:44,B03,,,App,Tea,1,90,0.00,90.00,Credit Card,4
T003802,2026-03-20 08:51,B06,,,App,Bakery,2,45,0.00,90.00,Credit Card,
T003803,2026-03-20 09:41,B02,M0200,Gold,In-store,Coffee,3,70,0.00,210.00,Credit Card,5
T003804,2026-03-20 11:29,B01,M9823,Silver,In-store,Coffee,4,95,0.00,380.00,Cash,
T003805,2026-03-20 11:34,B02,,,App,Coffee,1,70,0.00,70.00,App Wallet,
T003806,2026-03-20 12:06,B04,M0018,Bronze,In-store,Tea,2,70,0.00,140.00,Cash,2
T003807,2026-03-20 12:23,B04,M0256,Silver,In-store,Coffee,2,115,0.00,230.00,Cash,5
T003808,2026-03-20 12:35,B06,M0313,Bronze,In-store,Coffee,1,105,0.00,105.00,Credit Card,
